1526360124.39 , 405 , 329
1526360124.4 , 411 , 327
1526360124.4 , 416 , 325
1526360124.4 , 422 , 323
1526360124.4 , 427 , 321
1526360124.41 , 433 , 319
1526360124.41 , 438 , 318
1526360124.41 , 443 , 316
1526360124.41 , 448 , 314
1526360124.42 , 452 , 313
1526360124.42 , 457 , 311
1526360124.42 , 461 , 310
1526360124.42 , 465 , 309
1526360124.43 , 469 , 307
1526360124.43 , 472 , 306
1526360124.43 , 475 , 305
1526360124.43 , 478 , 304
1526360124.44 , 481 , 303
1526360124.44 , 483 , 303
1526360124.44 , 485 , 302
1526360124.44 , 487 , 301
1526360124.45 , 488 , 301
1526360124.45 , 489 , 301
1526360124.45 , 489 , 301
1526360124.45 , 490 , 300
1526360124.46 , 489 , 301
1526360124.46 , 489 , 301
1526360124.46 , 488 , 301
1526360124.46 , 487 , 301
1526360124.46 , 485 , 302
1526360124.47 , 483 , 303
1526360124.47 , 481 , 303
1526360124.47 , 478 , 304
1526360124.47 , 475 , 305
1526360124.47 , 472 , 306
1526360124.47 , 469 , 307
1526360124.48 , 465 , 309
1526360124.48 , 461 , 310
1526360124.48 , 457 , 311
1526360124.48 , 452 , 313
1526360124.48 , 448 , 314
1526360124.49 , 443 , 316
1526360124.49 , 438 , 318
1526360124.49 , 433 , 319
1526360124.49 , 427 , 321
1526360124.49 , 422 , 323
1526360124.5 , 416 , 325
1526360124.5 , 411 , 327
1526360124.5 , 405 , 329
1526360124.5 , 400 , 330
1526360124.5 , 395 , 331
1526360124.51 , 389 , 337
1526360124.51 , 384 , 341
1526360124.51 , 378 , 344
1526360124.51 , 373 , 348
1526360124.51 , 367 , 352
1526360124.51 , 362 , 355
1526360124.52 , 357 , 358
1526360124.52 , 352 , 362
1526360124.52 , 348 , 365
1526360124.52 , 343 , 368
1526360124.52 , 339 , 371
1526360124.53 , 335 , 373
1526360124.53 , 331 , 376
1526360124.53 , 328 , 378
1526360124.53 , 325 , 380
1526360124.53 , 322 , 382
1526360124.54 , 319 , 384
1526360124.54 , 317 , 385
1526360124.54 , 315 , 387
1526360124.54 , 313 , 388
1526360124.54 , 312 , 388
1526360124.55 , 311 , 389
1526360124.55 , 311 , 389
1526360124.55 , 310 , 390
1526360124.55 , 311 , 389
1526360124.55 , 311 , 389
1526360124.55 , 312 , 388
1526360124.56 , 313 , 388
1526360124.56 , 315 , 387
1526360124.56 , 317 , 385
1526360124.56 , 319 , 384
1526360124.56 , 322 , 382
1526360124.57 , 325 , 380
1526360124.57 , 328 , 378
1526360124.57 , 331 , 376
1526360124.57 , 335 , 373
1526360124.57 , 339 , 371
1526360124.58 , 343 , 368
1526360124.58 , 348 , 365
1526360124.58 , 352 , 362
1526360124.58 , 357 , 358
1526360124.58 , 362 , 355
1526360124.58 , 367 , 352
1526360124.59 , 373 , 348
1526360124.59 , 378 , 344
1526360124.59 , 384 , 341
1526360124.59 , 389 , 337
1526360124.59 , 395 , 333
1526360124.6 , 400 , 330
1526360124.6 , 405 , 329
1526360124.6 , 411 , 327
1526360124.6 , 416 , 325
1526360124.6 , 422 , 323
1526360124.61 , 427 , 321
1526360124.61 , 433 , 319
1526360124.61 , 438 , 318
1526360124.61 , 443 , 316
1526360124.61 , 448 , 314
1526360124.62 , 452 , 313
1526360124.62 , 457 , 311
1526360124.62 , 461 , 310
1526360124.62 , 465 , 309
1526360124.62 , 469 , 307
1526360124.62 , 472 , 306
1526360124.63 , 475 , 305
1526360124.63 , 478 , 304
1526360124.63 , 481 , 303
1526360124.63 , 483 , 303
1526360124.63 , 485 , 302
1526360124.64 , 487 , 301
1526360124.64 , 488 , 301
1526360124.64 , 489 , 301
1526360124.64 , 489 , 301
1526360124.64 , 490 , 300
1526360124.65 , 489 , 301
1526360124.65 , 489 , 301
1526360124.65 , 488 , 301
1526360124.65 , 487 , 301
1526360124.65 , 485 , 302
1526360124.66 , 483 , 303
1526360124.66 , 481 , 303
1526360124.66 , 478 , 304
1526360124.66 , 475 , 305
